site	qk	fk
1432	0.042	0.296
1433	0.042	0.179
1434	0.146	0.897
1435	0.146	0.733
1436	0.125	0.905
1437	0.125	0.735
1438	0.104	0.013
1439	0.146	0.922
1440	0.042	0.151
1441	0.188	0.978
1442	0.063	0.737
1443	0.125	0.135
1444	0.104	0.634
1445	0.104	0.826
1446	0.229	0.668
1447	0.063	0.501
1448	0.042	0.486
1449	0.125	0.714
1450	0.042	0.062
1451	0.021	0.029
1452	0.021	0.048
1453	0.229	0.934
1454	0.042	0.034
1455	0.146	0.246
1456	0.063	0.301
1457	0.083	0.751
1458	0.125	0.453
1459	0.083	0.143
1460	0.042	0.268
1461	0.063	0.426
1462	0.063	0.088
1463	0.125	0.571
1464	0.125	0.538
1465	0.042	0.088
1466	0.083	0.119
1467	0.104	0.816
1468	0.083	0.407
1469	0.125	0.415
1470	0.208	0.874
1471	0.063	0.313
1472	0.083	0.149
1473	0.125	0.708
1474	0.083	0.111
1475	0.146	0.566
1476	0.021	0.014
1477	0.104	0.409
1478	0.333	0.945
1479	0.083	0.731
1480	0.063	0.183
1481	0.146	0.898
1482	0.125	0.517
1483	0.125	0.458
1484	0.104	0.049
1485	0.167	0.305
1486	0.104	0.386
1487	0.125	0.028
1488	0.042	0.228
1489	0.104	0.347
1490	0.104	0.721
1491	0.188	0.767
1492	0.063	0.392
1493	0.292	0.978
1494	0.188	0.93
1495	0.083	0.387
1496	0.188	0.692
1497	0.104	0.591
1498	0.188	0.424
1499	0.104	0.68
1500	0.167	0.512
1501	0.083	0.897
1502	0.167	0.36
1503	0.208	0.701
1504	0.083	0.415
1505	0.188	0.971
1506	0.146	0.83
1507	0.104	0.255
1508	0.042	0.149
1509	0.083	0.03
1510	0.271	0.969
1511	0.083	0.037
1512	0.125	0.011
1513	0.125	0.839
1514	0.104	0.154
1515	0.104	0.367
1516	0.042	0.46
1517	0.125	0.669
1518	0.125	0.493
1519	0.021	0.011
1520	0.021	0.661
1521	0.104	0.456
1522	0.125	0.969
1523	0.083	0.738
1524	0.125	0.943
1525	0.146	0.78
1526	0.021	0.097
1527	0.104	0.639
1528	0.083	0.013
1529	0.021	0.558
1530	0.146	0.555
1531	0.125	0.647
1532	0.188	0.918
1533	0.083	0.289
1534	0.146	0.895
1535	0.208	0.183
1536	0.167	0.652
1537	0.125	0.047
1538	0.146	0.365
1539	0.063	0.111
1540	0.125	0.881
1541	0.021	0.106
1542	0.083	0.331
1543	0.125	0.492
1544	0.083	0.422
1545	0.104	0.734
1546	0.104	0.013
1547	0.104	0.7
1548	0.292	0.89
1549	0.125	0.525
1550	0.104	0.188
1551	0.146	0.252
1552	0.104	0.566
1553	0.083	0.346
1554	0.146	0.221
1555	0.188	0.548
1556	0.146	0.494
1557	0.042	0.429
1558	0.104	0.293
1559	0.208	0.845
1560	0.208	0.769
1561	0.021	0.223
1562	0.125	0.741
1563	0.188	0.907
1564	0.063	0.727
1565	0.083	0.041
1566	0.167	0.952
1567	0.104	0.25
1568	0.167	0.95
1569	0.125	0.196
1570	0.146	0.608
1571	0.146	0.691
1572	0.083	0.565
1573	0.208	0.917
1574	0.063	0.609
1575	0.188	0.812
1576	0.125	0.315
1577	0.083	0.217
1578	0.146	0.468
1579	0.167	0.722
1580	0.146	0.24
1581	0.125	0.918
1582	0.063	0.316
1583	0.083	0.414
1584	0.167	0.989
1585	0.188	0.88
1586	0.063	0.643
1587	0.146	0.688
1588	0.208	0.955
1589	0.188	0.402
1590	0.104	0.522
1591	0.063	0.83
1592	0.146	0.253
1593	0.104	0.652
1594	0.063	0.077
1595	0.188	0.62
1596	0.104	0.158
1597	0.146	0.887
1598	0.083	0.94
1599	0.063	0.021
1600	0.104	0.339
1601	0.083	0.209
1602	0.083	0.263
1603	0.063	0.441
1604	0.042	0.158
1605	0.125	0.573
1606	0.125	0.965
1607	0.104	0.256
1608	0.083	0.524
1609	0.146	0.842
1610	0.188	0.334
1611	0.188	0.634
1612	0.104	0.383
1613	0.188	0.573
1614	0.042	0.396
1615	0.167	0.867
1616	0.146	0.682
1617	0.146	0.343
1618	0.188	0.665
1619	0.146	0.832
1620	0.063	0.253
1621	0.104	0.207
1622	0.146	0.935
1623	0.104	0.176
1624	0.063	0.073
1625	0.229	0.764
1626	0.083	0.89
1627	0.146	0.855
1628	0.104	0.462
1629	0.104	0.632
1630	0.167	0.594
1631	0.146	0.586
1632	0.167	0.695
1633	0.104	0.738
1634	0.188	0.571
1635	0.167	0.94
1636	0.146	0.721
1637	0.063	0.54
1639	0.104	0.527
1640	0.125	0.618
1641	0.167	0.793
1642	0.104	0.136
1643	0.104	0.485
1644	0.063	0.105
1645	0.125	0.82
1646	0.125	0.192
1647	0.167	0.817
1648	0.104	0.303
1649	0.167	0.665
1650	0.188	0.656
1651	0.208	0.967
1652	0.083	0.114
1653	0.021	0.449
1654	0.146	0.514
1655	0.25	0.878
1656	0.167	0.291
1657	0.083	0.721
1658	0.208	0.666
1659	0.188	0.693
1660	0.146	0.048
1661	0.146	0.969
1662	0.104	0.785
1663	0.083	0.392
1664	0.104	0.66
1665	0.042	0.163
1666	0.104	0.115
1667	0.188	0.326
1668	0.146	0.191
1669	0.063	0.123
1670	0.104	0.224
1671	0.083	0.11
1672	0.083	0.293
1673	0.208	0.91
1674	0.104	0.209
1675	0.146	0.487
1676	0.146	0.455
1677	0.063	0.498
1678	0.083	0.322
1679	0.146	0.857
1680	0.229	0.79
1681	0.063	0.041
1682	0.188	0.804
1683	0.125	0.897
1684	0.188	0.715
1685	0.021	0.104
1686	0.167	0.673
1687	0.188	0.816
1688	0.104	0.364
1689	0.104	0.307
1690	0.208	0.956
1691	0.125	0.582
1692	0.146	0.294
1693	0.063	0.507
1694	0.042	0.239
1695	0.104	0.558
1696	0.104	0.543
1697	0.146	0.857
1698	0.208	0.746
1699	0.271	0.666
1700	0.042	0.036
1701	0.167	0.861
1702	0.063	0.296
1703	0.063	0.569
1704	0.083	0.531
1705	0.125	0.242
1706	0.188	0.427
1707	0.167	0.291
1708	0.146	0.899
1709	0.188	0.746
1710	0.167	0.577
1711	0.167	0.45
1712	0.146	0.149
1713	0.083	0.924
1714	0.146	0.981
1715	0.063	0.608
1716	0.042	0.607
1717	0.188	0.494
1718	0.104	0.655
1719	0.125	0.225
1720	0.167	0.706
1721	0.083	0.544
1722	0.021	0.033
1723	0.146	0.695
1724	0.125	0.212
1725	0.063	0.445
1726	0.104	0.879
1727	0.104	0.495
1728	0.063	0.214
1729	0.083	0.121
1730	0.083	0.635
1731	0.146	0.724
1732	0.042	0.332
1733	0.188	0.857
1734	0.063	0.161
1735	0.104	0.103
1736	0.188	0.721
1737	0.229	0.954
1738	0.146	0.686
1739	0.104	0.33
1740	0.188	0.98
1741	0.125	0.112
1742	0.083	0.18
1743	0.188	0.497
1744	0.104	0.313
1745	0.208	0.933
1746	0.042	0.152
1747	0.104	0.664
1748	0.125	0.468
1749	0.208	0.806
1750	0.125	0.662
1751	0.125	0.372
1752	0.146	0.696
1753	0.083	0.658
1754	0.146	0.755
1755	0.229	0.828
1756	0.146	0.495
1757	0.167	0.593
1758	0.125	0.276
1759	0.063	0.188
1760	0.083	0.883
1761	0.104	0.833
1762	0.208	0.828
1763	0.188	0.313
1764	0.063	0.07
1765	0.125	0.754
1766	0.125	0.499
1767	0.125	0.6
1768	0.146	0.539
1769	0.146	0.274
1770	0.021	0.328
1771	0.167	0.744
1772	0.125	0.72
1773	0.167	0.547
1774	0.146	0.742
1775	0.083	0.29
1776	0.146	0.674
1777	0.188	0.804
1778	0.188	0.597
1779	0.104	0.869
1780	0.167	0.414
1781	0.104	0.842
1782	0.146	0.711
1783	0.146	0.806
1784	0.208	0.573
1785	0.104	0.577
1786	0.146	0.948
1787	0.146	0.142
1788	0.271	0.944
1789	0.104	0.431
1790	0.104	0.633
1791	0.271	0.929
1792	0.125	0.424
1793	0.146	0.487
1794	0.104	0.273
1795	0.167	0.982
1796	0.188	0.958
1798	0.167	0.906
1799	0.083	0.446
1800	0.104	0.605
1801	0.083	0.192
1802	0.021	0.163
1803	0.146	0.969
1804	0.146	0.969
1805	0.208	0.952
1806	0.104	0.718
1807	0.188	0.828
1808	0.104	0.083
1809	0.063	0.085
1810	0.125	0.712
1811	0.042	0.588
1812	0.208	0.748
1813	0.146	0.486
1814	0.063	0.035
1815	0.021	0.048
1816	0.229	0.855
1817	0.125	0.331
1818	0.167	0.969
1819	0.063	0.25
1820	0.229	0.935
1821	0.125	0.291
1822	0.042	0.579
1823	0.188	0.392
1824	0.188	0.912
1825	0.146	0.265
1826	0.229	0.917
1827	0.146	0.076
1828	0.083	0.053
1829	0.229	0.692
1830	0.125	0.493
1831	0.25	0.881
1832	0.125	0.433
1833	0.188	0.841
1834	0.125	0.586
1835	0.188	0.244
1836	0.146	0.828
1837	0.208	0.755
1838	0.167	0.333
1839	0.063	0.749
1840	0.083	0.912
1841	0.167	0.876
1842	0.083	0.169
1843	0.104	0.435
1844	0.146	0.708
1845	0.208	0.722
1846	0.208	0.48
1847	0.125	0.032
1848	0.146	0.593
1849	0.125	0.431
1850	0.063	0.223
1851	0.125	0.33
1852	0.146	0.758
1853	0.042	0.258
1854	0.042	0.77
1855	0.083	0.33
1856	0.125	0.054
1857	0.063	0.359
1858	0.125	0.142
1859	0.063	0.017
1860	0.083	0.41
1861	0.063	0.016
1862	0.167	0.344
1863	0.229	0.645
1864	0.229	0.166
1865	0.083	0.075
1866	0.104	0.122
1867	0.104	0.959
1868	0.125	0.399
1869	0.104	0.862
1870	0.125	0.96
1871	0.188	0.601
1872	0.063	0.749
1873	0.125	0.124
1874	0.25	0.556
1875	0.188	0.36
1876	0.188	0.958
1877	0.188	0.803
1878	0.146	0.847
1879	0.167	0.493
1880	0.083	0.043
1881	0.25	0.947
1882	0.208	0.553
1883	0.125	0.06
1884	0.146	0.711
1885	0.083	0.135
1886	0.208	0.97
1887	0.146	0.947
1888	0.125	0.603
1889	0.208	0.904
1890	0.104	0.558
1891	0.146	0.529
1892	0.167	0.783
1893	0.146	0.077
1894	0.125	0.089
1895	0.167	0.315
1896	0.083	0.05
1897	0.167	0.506
1898	0.104	0.046
1899	0.042	0.312
1900	0.125	0.409
1901	0.188	0.955
1902	0.146	0.593
1903	0.104	0.813
1904	0.021	0.342
1905	0.167	0.593
1906	0.188	0.405
1907	0.167	0.431
1908	0.146	0.202
1909	0.146	0.523
1910	0.229	0.692
1911	0.125	0.283
1912	0.125	0.15
1913	0.083	0.188
1914	0.208	0.94
1915	0.125	0.032
1916	0.167	0.575
1917	0.083	0.439
1918	0.042	0.16
1919	0.208	0.291
1920	0.125	0.711
1921	0.063	0.569
1922	0.083	0.371
1923	0.167	0.839
1924	0.104	0.198
1925	0.125	0.343
1926	0.021	0.025
1927	0.229	0.609
1928	0.104	0.355
1929	0.104	0.925
1930	0.188	0.682
1931	0.104	0.66
1932	0.229	0.87
1933	0.188	0.87
1934	0.188	0.389
1935	0.188	0.764
1936	0.146	0.288
1937	0.125	0.186
1938	0.125	0.408
1939	0.063	0.52
1940	0.167	0.794
1941	0.188	0.73
1942	0.104	0.057
1943	0.188	0.573
1944	0.104	0.252
1945	0.188	0.734
1946	0.083	0.07
1947	0.063	0.227
1948	0.146	0.844
1949	0.125	0.739
1950	0.104	0.345
1951	0.104	0.078
1952	0.125	0.397
1953	0.167	0.842
1954	0.188	0.848
1955	0.146	0.076
1956	0.125	0.893
1957	0.167	0.638
1958	0.104	0.567
1959	0.188	0.616
1960	0.125	0.243
1961	0.188	0.804
1962	0.125	0.352
1963	0.229	0.942
1964	0.354	0.837
1965	0.188	0.247
1966	0.063	0.197
1967	0.188	0.899
1968	0.083	0.062
1969	0.125	0.947
1970	0.042	0.199
1971	0.208	0.87
1972	0.208	0.937
1973	0.146	0.94
1974	0.25	0.643
1975	0.146	0.746
1976	0.104	0.178
1977	0.25	0.529
1978	0.188	0.536
1979	0.25	0.736
1980	0.229	0.91
1981	0.042	0.146
1982	0.125	0.066
1983	0.146	0.765
1984	0.125	0.73
1985	0.229	0.937
1986	0.146	0.611
1987	0.125	0.078
1988	0.083	0.2
1989	0.333	0.892
1990	0.229	0.786
1991	0.25	0.78
1992	0.146	0.718
1993	0.229	0.334
1994	0.021	0.148
1995	0.146	0.518
1996	0.292	0.52
1997	0.146	0.298
1998	0.208	0.778
1999	0.083	0.323
2000	0.083	0.502
2001	0.188	0.642
2002	0.167	0.576
2003	0.167	0.663
2004	0.083	0.211
2005	0.125	0.588
2006	0.188	0.772
2007	0.063	0.604
2008	0.104	0.592
2009	0.167	0.068
2010	0.188	0.592
2011	0.167	0.822
2012	0.125	0.35
2013	0.229	0.712
2014	0.25	0.521
2015	0.125	0.63
2016	0.063	0.152
2017	0.146	0.32
2018	0.104	0.035
2019	0.188	0.424
2020	0.208	0.629
2021	0.125	0.313
2022	0.083	0.389
2023	0.146	0.804
2024	0.042	0.159
2025	0.021	0.165
2026	0.208	0.453
2027	0.125	0.65
2028	0.063	0.219
2029	0.167	0.863
2030	0.229	0.799
2031	0.104	0.205
2032	0.083	0.739
2033	0.229	0.561
2034	0.146	0.625
2035	0.083	0.106
2036	0.146	0.87
2037	0.083	0.816
2038	0.25	0.965
2039	0.146	0.367
2040	0.167	0.925
2041	0.188	0.639
2042	0.104	0.254
2043	0.063	0.713
2044	0.125	0.033
2045	0.125	0.115
2046	0.146	0.229
2047	0.104	0.354
2048	0.188	0.912
2049	0.083	0.508
2050	0.167	0.28
2051	0.063	0.038
2052	0.146	0.303
2053	0.167	0.744
2054	0.146	0.712
2055	0.188	0.591
2056	0.146	0.377
2058	0.104	0.893
2059	0.063	0.144
2060	0.125	0.772
2061	0.042	0.07
2062	0.188	0.204
2063	0.146	0.428
2064	0.229	0.452
2065	0.208	0.867
2066	0.167	0.355
2067	0.125	0.734
2068	0.208	0.872
2069	0.167	0.57
2070	0.125	0.957
2071	0.25	0.978
2072	0.063	0.062
2073	0.167	0.61
2074	0.083	0.275
2075	0.188	0.769
2076	0.167	0.621
2077	0.167	0.596
2078	0.208	0.922
2079	0.104	0.295
2080	0.146	0.549
2081	0.188	0.785
2082	0.167	0.43
2083	0.083	0.21
2084	0.167	0.153
2085	0.188	0.864
2086	0.104	0.363
2087	0.188	0.702
2088	0.083	0.353
2089	0.083	0.416
2090	0.146	0.868
2091	0.104	0.178
2092	0.104	0.045
2093	0.125	0.727
2094	0.188	0.641
2095	0.125	0.41
2096	0.125	0.521
2097	0.188	0.64
2098	0.208	0.895
2099	0.146	0.284
2100	0.125	0.24
2101	0.208	0.85
2102	0.083	0.299
2103	0.083	0.163
2104	0.229	0.812
2105	0.146	0.7
2106	0.146	0.065
2107	0.188	0.385
2108	0.146	0.524
2109	0.229	0.24
2110	0.146	0.47
2111	0.208	0.925
2112	0.063	0.118
2113	0.125	0.533
2114	0.167	0.955
2115	0.042	0.382
2116	0.208	0.705
2117	0.208	0.558
2118	0.063	0.361
2119	0.25	0.93
2120	0.125	0.692
2121	0.125	0.857
2122	0.229	0.389
2123	0.063	0.032
2124	0.167	0.747
2125	0.146	0.911
2126	0.063	0.279
2127	0.25	0.686
2128	0.188	0.324
2129	0.188	0.703
2130	0.146	0.494
2131	0.208	0.819
2132	0.167	0.651
2133	0.146	0.546
2134	0.063	0.021
2135	0.146	0.08
2136	0.104	0.022
2137	0.229	0.683
2138	0.083	0.388
2139	0.063	0.122
2140	0.146	0.022
2141	0.354	0.7
2142	0.188	0.797
2143	0.146	0.812
2144	0.167	0.967
2145	0.167	0.264
2146	0.167	0.849
2147	0.104	0.7
2148	0.146	0.911
2149	0.125	0.592
2150	0.146	0.917
2151	0.125	0.556
2152	0.146	0.381
2153	0.125	0.524
2154	0.063	0.123
2155	0.188	0.94
2156	0.188	0.206
2157	0.146	0.925
2158	0.083	0.492
2159	0.229	0.337
2160	0.229	0.622
2161	0.146	0.893
2162	0.188	0.737
2163	0.146	0.438
2164	0.125	0.432
2165	0.167	0.906
2166	0.146	0.634
2167	0.146	0.252
2168	0.208	0.342
2169	0.125	0.324
2170	0.146	0.838
2171	0.271	0.678
2172	0.167	0.058
2173	0.104	0.171
2174	0.125	0.708
2175	0.104	0.178
2176	0.146	0.272
2177	0.125	0.53
2178	0.063	0.276
2179	0.104	0.707
2180	0.125	0.061
2181	0.208	0.771
2182	0.104	0.171
2183	0.188	0.586
2184	0.188	0.862
2185	0.354	0.98
2186	0.146	0.852
2187	0.208	0.74
2188	0.083	0.468
2189	0.042	0.317
2190	0.063	0.14
2191	0.146	0.399
2192	0.104	0.097
2193	0.25	0.861
2194	0.125	0.768
2195	0.292	0.676
2196	0.104	0.28
2197	0.125	0.419
2198	0.083	0.782
2199	0.063	0.143
2200	0.229	0.484
2201	0.042	0.247
2202	0.208	0.064
2203	0.229	0.931
2204	0.104	0.664
2205	0.125	0.927
2206	0.188	0.596
2207	0.208	0.983
2208	0.208	0.154
2209	0.146	0.781
2210	0.083	0.028
2211	0.188	0.629
2212	0.125	0.394
2213	0.104	0.543
2214	0.146	0.975
2215	0.271	0.49
2216	0.188	0.975
2217	0.125	0.495
2218	0.104	0.435
2219	0.188	0.357
2220	0.167	0.144
2221	0.167	0.439
2222	0.125	0.346
2223	0.188	0.938
2224	0.083	0.4
2225	0.083	0.669
2226	0.042	0.159
2227	0.146	0.765
2228	0.188	0.912
2229	0.167	0.586
2230	0.083	0.139
2231	0.125	0.201
2232	0.063	0.215
2233	0.167	0.675
2234	0.229	0.891
2235	0.146	0.411
2236	0.188	0.642
2237	0.188	0.963
2238	0.292	0.918
2239	0.104	0.343
2240	0.188	0.953
2241	0.271	0.919
2242	0.063	0.405
2243	0.167	0.418
2244	0.146	0.295
2245	0.104	0.576
2246	0.125	0.148
2247	0.125	0.025
2248	0.188	0.818
2249	0.229	0.562
2250	0.229	0.769
2251	0.167	0.537
2252	0.188	0.31
2253	0.208	0.588
2254	0.208	0.791
2255	0.146	0.294
2256	0.104	0.338
2257	0.25	0.443
2258	0.25	0.92
2259	0.125	0.106
2260	0.167	0.219
2261	0.188	0.377
2262	0.188	0.792
2263	0.104	0.376
2264	0.146	0.489
2265	0.167	0.698
2266	0.083	0.556
2267	0.146	0.441
2268	0.208	0.491
2269	0.229	0.516
2270	0.125	0.566
2271	0.208	0.626
2272	0.25	0.59
2273	0.188	0.885
2274	0.125	0.199
2275	0.063	0.233
2276	0.146	0.558
2277	0.208	0.76
2278	0.083	0.124
2279	0.188	0.918
2280	0.125	0.671
2281	0.167	0.701
2282	0.021	0.157
2283	0.104	0.617
2284	0.063	0.214
2285	0.146	0.173
2286	0.146	0.756
2287	0.167	0.113
2288	0.188	0.861
2289	0.083	0.136
2290	0.167	0.312
2291	0.063	0.162
2292	0.125	0.519
2293	0.229	0.591
2294	0.188	0.144
2295	0.208	0.815
2296	0.208	0.931
2297	0.125	0.3
2298	0.083	0.177
2299	0.104	0.263
2300	0.167	0.712
2301	0.167	0.383
2302	0.167	0.422
2303	0.208	0.073
2304	0.104	0.55
2305	0.313	0.74
2306	0.208	0.336
2307	0.146	0.323
2308	0.063	0.104
2309	0.167	0.077
2310	0.125	0.475
2311	0.188	0.169
2312	0.125	0.788
2313	0.167	0.623
2314	0.25	0.224
2315	0.083	0.168
2316	0.229	0.606
2317	0.208	0.548
2318	0.125	0.78
2319	0.146	0.5
2320	0.167	0.414
2321	0.167	0.324
2322	0.125	0.285
2323	0.208	0.726
2324	0.125	0.926
2325	0.125	0.641
2326	0.125	0.685
2327	0.125	0.629
2328	0.229	0.811
2329	0.125	0.695
2330	0.146	0.875
2331	0.229	0.113
2332	0.104	0.474
2333	0.104	0.816
2334	0.167	0.05
2335	0.146	0.379
2336	0.125	0.722
2337	0.104	0.135
2338	0.083	0.746
2339	0.229	0.73
2340	0.229	0.795
2341	0.063	0.272
2342	0.083	0.482
2343	0.208	0.461
2344	0.104	0.397
2345	0.188	0.275
2346	0.208	0.41
2347	0.229	0.799
2348	0.313	0.932
2349	0.292	0.789
2350	0.042	0.505
2351	0.188	0.4
2352	0.25	0.83
2353	0.208	0.889
2354	0.229	0.419
2355	0.188	0.623
2356	0.104	0.06
2357	0.042	0.023
2358	0.188	0.325
2359	0.125	0.524
2360	0.083	0.9
2361	0.25	0.99
2362	0.208	0.479
2363	0.063	0.509
2364	0.146	0.083
2365	0.146	0.469
2366	0.167	0.86
2367	0.292	0.673
2368	0.188	0.512
2369	0.125	0.249
2370	0.063	0.121
2371	0.292	0.981
2372	0.229	0.528
2373	0.208	0.835
2374	0.083	0.299
2375	0.188	0.926
2376	0.229	0.537
2377	0.188	0.28
2378	0.146	0.792
2379	0.167	0.75
2380	0.063	0.252
2381	0.188	0.492
2382	0.146	0.675
2383	0.125	0.693
2384	0.083	0.837
2385	0.271	0.881
2387	0.229	0.887
2388	0.063	0.41
2389	0.104	0.833
2390	0.125	0.142
2391	0.25	0.782
2392	0.104	0.699
2393	0.083	0.17
2394	0.271	0.525
2395	0.271	0.749
2396	0.083	0.513
2397	0.229	0.69
2398	0.146	0.343
2399	0.125	0.672
2400	0.167	0.734
2401	0.167	0.269
2402	0.271	0.841
2403	0.167	0.699
2404	0.104	0.16
2405	0.438	0.977
2406	0.208	0.49
2407	0.083	0.859
2408	0.104	0.12
2409	0.104	0.476
2410	0.125	0.265
2411	0.125	0.011
2412	0.229	0.603
2413	0.042	0.031
2414	0.104	0.44
2415	0.271	0.893
2416	0.292	0.709
2417	0.167	0.493
2418	0.167	0.698
2419	0.229	0.665
2420	0.146	0.027
2421	0.146	0.93
2422	0.125	0.711
2423	0.042	0.395
2424	0.146	0.731
2425	0.146	0.674
2426	0.208	0.583
2427	0.208	0.602
2428	0.167	0.397
2429	0.313	0.934
2430	0.208	0.679
2431	0.042	0.551
2432	0.146	0.468
2433	0.146	0.586
2434	0.167	0.638
2435	0.271	0.626
2436	0.063	0.201
2437	0.125	0.291
2438	0.146	0.718
2439	0.063	0.569
2440	0.188	0.808
2441	0.167	0.963
2442	0.083	0.301
2443	0.271	0.893
2444	0.229	0.849
2445	0.083	0.252
2446	0.229	0.377
2447	0.188	0.563
2448	0.25	0.349
2449	0.104	0.49
2450	0.188	0.548
2451	0.083	0.052
2452	0.146	0.785
2453	0.125	0.141
2454	0.063	0.085
2455	0.146	0.636
2456	0.104	0.282
2457	0.063	0.084
2458	0.271	0.743
2459	0.167	0.641
2460	0.271	0.983
2461	0.104	0.715
2462	0.146	0.346
2463	0.167	0.657
2464	0.229	0.598
2465	0.146	0.64
2466	0.104	0.387
2467	0.167	0.881
2468	0.229	0.497
2469	0.167	0.435
2470	0.104	0.463
2471	0.25	0.978
2472	0.208	0.431
2473	0.208	0.46
2474	0.229	0.848
2475	0.083	0.185
2476	0.208	0.705
2477	0.188	0.749
2478	0.146	0.28
2479	0.229	0.494
2480	0.188	0.31
2481	0.146	0.159
2482	0.229	0.671
2483	0.104	0.215
2484	0.292	0.975
2485	0.188	0.7
2486	0.146	0.274
2487	0.208	0.201
2488	0.167	0.357
2489	0.208	0.57
2490	0.125	0.941
2491	0.167	0.676
2492	0.104	0.577
2493	0.208	0.975
2494	0.083	0.354
2495	0.083	0.104
2496	0.167	0.254
2497	0.125	0.038
2498	0.146	0.677
2499	0.146	0.555
2500	0.146	0.086
2501	0.188	0.513
2502	0.146	0.595
2503	0.188	0.208
2504	0.208	0.793
2505	0.083	0.441
2506	0.125	0.546
2507	0.167	0.18
2508	0.25	0.625
2509	0.167	0.646
2510	0.208	0.6
2511	0.188	0.335
2512	0.063	0.478
2513	0.063	0.032
2514	0.188	0.208
2515	0.146	0.559
2516	0.104	0.283
2517	0.188	0.848
2518	0.063	0.367
2519	0.25	0.153
2520	0.188	0.26
2521	0.104	0.343
2522	0.271	0.92
2523	0.125	0.114
2524	0.104	0.744
2525	0.125	0.299
2526	0.188	0.097
2527	0.083	0.161
2528	0.125	0.862
2529	0.188	0.687
2530	0.167	0.684
2531	0.208	0.82
2532	0.146	0.245
2533	0.146	0.075
2534	0.104	0.398
2535	0.063	0.297
2536	0.167	0.382
2537	0.188	0.552
2538	0.104	0.246
2539	0.104	0.866
2540	0.146	0.251
2541	0.146	0.764
2542	0.167	0.184
2543	0.271	0.988
2544	0.063	0.97
2545	0.167	0.261
2546	0.125	0.751
2547	0.271	0.96
2548	0.125	0.45
2549	0.167	0.742
2550	0.188	0.103
2551	0.083	0.363
2552	0.229	0.785
2553	0.333	0.973
2554	0.229	0.241
2555	0.188	0.516
2556	0.125	0.303
2557	0.188	0.929
2558	0.229	0.746
2559	0.063	0.169
2560	0.229	0.6
2561	0.188	0.886
2562	0.083	0.481
2563	0.146	0.539
2564	0.104	0.349
2565	0.125	0.524
2566	0.167	0.94
2567	0.167	0.223
2568	0.25	0.854
2569	0.208	0.333
2570	0.125	0.205
2571	0.188	0.769
2572	0.125	0.48
2573	0.167	0.306
2574	0.188	0.706
2575	0.146	0.473
2576	0.104	0.172
2577	0.208	0.932
2578	0.104	0.206
2579	0.208	0.562
2580	0.125	0.816
2581	0.25	0.576
2582	0.083	0.096
2583	0.063	0.187
2584	0.146	0.89
2585	0.125	0.261
2586	0.167	0.809
2587	0.125	0.543
2588	0.146	0.15
2589	0.104	0.069
2590	0.125	0.444
2591	0.125	0.872
2592	0.208	0.944
2593	0.188	0.309
2594	0.208	0.969
2595	0.146	0.953
2596	0.188	0.906
2597	0.188	0.492
2598	0.146	0.934
2599	0.188	0.581
2600	0.188	0.468
2601	0.125	0.4
2602	0.208	0.359
2603	0.063	0.062
2604	0.083	0.307
2605	0.104	0.515
2606	0.167	0.291
2607	0.042	0.068
2608	0.229	0.242
2609	0.125	0.182
2610	0.125	0.358
2611	0.25	0.306
2612	0.146	0.072
2613	0.125	0.625
2614	0.125	0.318
2615	0.125	0.428
2616	0.125	0.182
2617	0.146	0.686
2618	0.271	0.941
2619	0.104	0.099
2620	0.229	0.638
2621	0.292	0.307
2622	0.063	0.03
2623	0.146	0.06
2624	0.125	0.258
2625	0.146	0.407
2626	0.208	0.893
2627	0.188	0.505
2628	0.146	0.266
2629	0.125	0.099
2630	0.146	0.375
2631	0.271	0.46
2632	0.188	0.103
2633	0.146	0.669
2634	0.104	0.234
2635	0.146	0.492
2636	0.104	0.382
2637	0.104	0.019
2638	0.188	0.94
2639	0.292	0.357
2640	0.146	0.842
2641	0.167	0.699
2642	0.125	0.236
2643	0.167	0.409
2644	0.25	0.135
2645	0.146	0.755
2646	0.188	0.637
2647	0.25	0.984
2648	0.188	0.43
2649	0.333	0.53
2650	0.104	0.952
2651	0.021	0.221
2652	0.146	0.523
2653	0.146	0.543
2654	0.104	0.71
2655	0.167	0.517
2656	0.25	0.78
2657	0.167	0.805
2658	0.188	0.804
2659	0.125	0.567
2660	0.063	0.686
2661	0.167	0.566
2662	0.271	0.879
2663	0.167	0.981
2664	0.083	0.27
2665	0.25	0.852
2666	0.208	0.698
2667	0.188	0.729
2668	0.188	0.048
2669	0.146	0.334
2670	0.167	0.704
2671	0.167	0.837
2672	0.167	0.251
2673	0.167	0.088
2674	0.146	0.297
2675	0.104	0.279
2676	0.188	0.944
2677	0.104	0.21
2678	0.354	0.842
2679	0.125	0.953
2680	0.063	0.049
2681	0.208	0.24
2682	0.146	0.789
2683	0.125	0.479
2684	0.042	0.111
2685	0.104	0.749
2686	0.25	0.989
2687	0.167	0.166
2688	0.104	0.597
2689	0.208	0.223
2690	0.146	0.895
2691	0.104	0.113
2692	0.229	0.614
2693	0.208	0.813
2694	0.292	0.471
2695	0.229	0.094
2696	0.146	0.986
2697	0.208	0.443
2698	0.25	0.599
2699	0.25	0.591
2700	0.271	0.846
2701	0.271	0.906
2702	0.125	0.296
2703	0.208	0.636
2704	0.146	0.668
2705	0.146	0.061
2706	0.25	0.958
2707	0.25	0.933
